City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
180,dhuusamarreeb,5.535,46.3861,26.82,53,99,11.12,SO,1690226365
181,adrar,20.5022,-10.0711,39.83,16,34,4.2,MR,1690226365
182,askoy,60.4092,5.226,16.64,47,75,1.54,NO,1690226365
183,kruisfontein,-34.0033,24.7314,7.16,75,0,3.04,ZA,1690226365
184,flying fish cove,-10.4217,105.6791,23.82,94,100,3.09,CX,1690226366
185,bikenibeu village,1.3673,173.1241,24.98,100,20,0.0,KI,1690226366
186,tromso,69.6496,18.957,16.01,67,0,2.57,NO,1690226366
187,lae,-6.7221,146.9847,24.12,92,100,0.53,PG,1690226366
188,llorente,11.4119,125.5458,27.25,80,100,6.53,PH,1690226366
189,gereida,11.2811,25.1414,31.19,48,26,4.85,SD,1690226366
190,kingston,17.997,-76.7936,33.47,63,20,10.29,JM,1690226301
191,el calafate,-50.3408,-72.2768,-4.83,82,100,0.45,AR,1690226367
192,charleston,32.7766,-79.9309,32.23,74,75,3.6,US,1690226367
193,san patricio,28.017,-97.5169,37.32,38,11,6.69,US,1690226367
194,sinabang,2.4803,96.3801,26.55,79,14,0.82,ID,1690226224
195,ilulissat,69.2167,-51.1,8.01,87,20,2.06,GL,1690226276
196,geraldton,-28.7667,114.6,9.23,71,0,6.17,AU,1690226359
197,taltal,-25.4,-70.4833,17.72,73,8,4.8,CL,1690226238
198,canico,32.6333,-16.85,26.11,73,40,5.66,PT,1690226368
199,galliano,29.4422,-90.2992,34.44,49,0,3.09,US,1690226368
200,uturoa,-16.7333,-151.4333,26.64,82,17,6.3,PF,1690226368
201,keningau,5.3378,116.1602,22.02,97,100,0.42,MY,1690226373
202,dwarka,22.2394,68.9678,27.89,85,81,8.34,IN,1690226373
203,kilindoni,-7.9139,39.6668,25.09,77,37,7.33,TZ,1690226374
204,dawson creek,55.7666,-120.2362,16.8,77,75,3.09,CA,1690226374
205,longyearbyen,78.2186,15.6401,12.91,67,75,7.2,SJ,1690226217
206,karratha,-20.7377,116.8463,15.96,54,0,6.17,AU,1690226374
207,gharyan,32.1722,13.0203,33.01,15,0,6.47,LY,1690226374
208,sao tome,0.3365,6.7273,23.83,85,100,4.72,ST,1690226374
209,aasiaat,68.7098,-52.8699,3.81,95,99,2.65,GL,1690226327
210,cooper's town,26.8667,-77.5167,29.93,67,9,1.15,BS,1690226375
211,bechar,31.6167,-2.2167,39.18,9,5,4.16,DZ,1690226375
212,riberalta,-10.9833,-66.1,34.11,36,40,3.09,BO,1690226375
213,sisimiut,66.9395,-53.6735,9.21,75,55,5.96,GL,1690226375
214,zahedan,29.4963,60.8629,25.95,14,0,2.06,IR,1690226237
215,udachny,66.4167,112.4,13.24,89,34,2.68,RU,1690226376
216,cabo san lucas,22.8909,-109.9124,35.34,70,20,7.72,MX,1690226091
217,joshimath,30.5667,79.5667,22.05,93,87,0.44,IN,1690226267
218,balabac,7.9868,117.0645,27.52,83,100,8.25,PH,1690226376
219,minas de marcona,-15.2119,-75.1103,17.9,57,0,6.05,PE,1690226376
220,igarka,67.4667,86.5833,15.1,72,46,2.16,RU,1690226376
221,nar'yan-mar,67.6713,53.087,16.48,73,100,2.64,RU,1690226376
222,linhares,-19.3911,-40.0722,24.26,63,0,3.84,BR,1690226349
223,gao,16.6362,1.637,35.31,37,44,4.22,ML,1690226377
224,ilhabela,-23.7781,-45.3581,24.07,61,1,1.45,BR,1690226377
225,mossendjo,-2.9506,12.7261,22.03,74,73,0.98,CG,1690226377
226,talnakh,69.4865,88.3972,13.45,72,90,0.82,RU,1690226377
227,afaahiti,-17.75,-149.2833,25.93,85,6,9.12,PF,1690226377
228,santa ana,33.7456,-117.8678,39.92,59,20,4.12,US,1690226094
229,tazovsky,67.4667,78.7,14.56,92,83,2.72,RU,1690226377
230,gamba,-2.65,10.0,22.0,90,100,1.99,GA,1690226378
231,revda,56.801,59.9303,12.84,95,33,1.86,RU,1690226378
232,coquimbo,-29.9533,-71.3436,16.85,72,0,6.69,CL,1690226220
233,lagunillas,10.1301,-71.2595,31.73,65,14,4.66,VE,1690226378
